item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM00537,ORD00114,PROD0197,3,30697,79
ITEM00538,ORD00042,PROD0188,3,11686,82
ITEM00539,ORD00573,PROD0361,1,36949,90
ITEM00540,ORD00210,PROD0071,3,15839,69
ITEM00541,ORD00117,PROD0333,4,48524,96
ITEM00542,ORD00595,PROD0447,2,49559,95
ITEM00543,ORD00231,PROD0165,3,59046,34
ITEM00544,ORD00516,PROD0349,4,18362,6
ITEM00545,ORD00065,PROD0191,3,29849,62
ITEM00546,ORD00514,PROD0270,1,31012,90
ITEM00547,ORD00545,PROD0348,5,59146,37
ITEM00548,ORD00463,PROD0318,3,52622,86
ITEM00549,ORD00068,PROD0097,4,5921,10
ITEM00550,ORD00401,PROD0460,2,19098,9
ITEM00551,ORD00112,PROD0085,-2,7541,89
ITEM00552,ORD00152,PROD0255,2,57543,26
ITEM00553,ORD00534,PROD0488,1,19413,53
ITEM00554,ORD00699,PROD0278,2,31257,44
ITEM00555,ORD00431,PROD0228,1,19304,24
ITEM00556,ORD00065,PROD0012,2,54919,66
ITEM00557,ORD00661,PROD0172,4,38125,43
ITEM00558,ORD00672,PROD0331,3,32060,75
ITEM00559,ORD00682,PROD0357,5,55375,70
ITEM00560,ORD00456,PROD0235,3,37375,16
ITEM00561,ORD00314,PROD0088,3,15062,61
ITEM00562,ORD00381,PROD0498,3,50646,6
ITEM00563,ORD00152,PROD0181,3,30079,21
ITEM00564,ORD00634,PROD0474,2,46849,68
ITEM00565,ORD00293,PROD0094,2,55206,90
ITEM00566,ORD00683,PROD0407,2,10767,30
ITEM00567,ORD00120,PROD0022,3,37852,16
ITEM00568,ORD00452,PROD0134,3,12291,26
ITEM00569,ORD00576,PROD0363,1,43817,40
ITEM00570,ORD00353,PROD0076,3,29588,69
ITEM00571,ORD00167,PROD0274,3,8161,3
ITEM00572,ORD00415,PROD0477,4,50565,18
ITEM00573,ORD00470,PROD0476,3,10427,0
ITEM00574,ORD00560,PROD0500,5,21910,82
ITEM00575,ORD00303,PROD0243,3,49624,73
ITEM00576,ORD00683,PROD0076,5,47945,56
ITEM00577,ORD00347,PROD0353,1,48148,61
ITEM00578,ORD00042,PROD0072,5,7859,39
ITEM00579,ORD00026,PROD0206,5,55307,28
ITEM00580,ORD00457,PROD0183,1,21588,7
ITEM00581,ORD00623,PROD0329,2,38435,67
ITEM00582,ORD00228,PROD0401,3,13026,2
ITEM00583,ORD00086,PROD0276,4,44572,85
ITEM00584,ORD00090,PROD0500,5,26048,24
ITEM00585,ORD00503,PROD0163,5,39854,65
ITEM00586,ORD00058,PROD0466,3,26254,18
ITEM00587,ORD00438,PROD0190,4,24633,1
ITEM00588,ORD00292,PROD0177,3,20390,57
ITEM00589,ORD00575,PROD0045,2,47900,56
ITEM00590,ORD00426,PROD0412,4,19115,20
ITEM00591,ORD00435,PROD0374,4,9346,75
ITEM00592,ORD00613,PROD0045,2,13817,38
ITEM00593,ORD00487,PROD0445,5,22181,8
ITEM00594,ORD00605,PROD0388,4,5996,0
ITEM00595,ORD00420,PROD0328,3,27365,22
ITEM00596,ORD00570,PROD0237,-4,49695,17
ITEM00597,ORD00205,PROD0096,4,19170,70
ITEM00598,ORD00503,PROD0022,3,54895,74
ITEM00599,ORD00312,PROD0253,5,48687,59
ITEM00600,ORD00230,PROD0014,1,10294,33
ITEM00601,ORD00308,PROD0490,4,8338,83
ITEM00602,ORD00682,PROD0458,3,27538,22
ITEM00603,ORD00504,PROD0465,2,2064,15
ITEM00604,ORD00284,PROD0253,1,39448,95
ITEM00605,ORD00371,PROD0298,4,37265,55
ITEM00606,ORD00265,PROD0322,-4,45698,15
ITEM00607,ORD00383,PROD0263,5,1349,33
ITEM00608,ORD00167,PROD0298,1,9777,40
ITEM00609,ORD00473,PROD0450,2,23621,20
ITEM00610,ORD00055,PROD0140,3,27693,81
ITEM00611,ORD00365,PROD0025,3,19314,67
ITEM00612,ORD00655,PROD0480,1,33876,24
ITEM00613,ORD00644,PROD0094,1,39440,96
ITEM00614,ORD00172,PROD0279,3,57376,40
ITEM00615,ORD00309,PROD0139,3,6480,68
ITEM00616,ORD00594,PROD0181,2,1045,17
ITEM00617,ORD00531,PROD0145,3,51239,62
ITEM00618,ORD00422,PROD0175,2,6912,27
ITEM00619,ORD00159,PROD0258,2,54698,24
ITEM00620,ORD00573,PROD0315,5,55648,68
ITEM00621,ORD00565,PROD0360,1,27551,58
ITEM00622,ORD00079,PROD0060,2,1338,61
ITEM00623,ORD00357,PROD0160,3,9310,56
ITEM00624,ORD00612,PROD0268,3,11485,90
ITEM00625,ORD00312,PROD0015,1,14772,16
ITEM00626,ORD00146,PROD0353,2,20347,16
ITEM00627,ORD00215,PROD0067,1,28040,88
ITEM00628,ORD00115,PROD0040,1,50970,61
ITEM00629,ORD00442,PROD0022,2,7265,4
ITEM00630,ORD00676,PROD0263,5,4084,60
ITEM00631,ORD00122,PROD0466,3,3036,8
ITEM00632,ORD00309,PROD0342,1,49650,12
ITEM00633,ORD00127,PROD0472,5,13661,75
ITEM00634,ORD00205,PROD0095,3,2117,11
ITEM00635,ORD00150,PROD0434,3,38194,44
ITEM00636,ORD00361,PROD0083,5,51370,93
ITEM00637,ORD00628,PROD0124,5,37570,8
ITEM00638,ORD00102,PROD0420,5,50219,1
ITEM00639,ORD00542,PROD0112,2,18671,21
ITEM00640,ORD00551,PROD0003,1,14225,64
ITEM00641,ORD00487,PROD0188,5,12332,56
ITEM00642,ORD00690,PROD0491,1,12052,45
ITEM00643,ORD00389,PROD0218,2,33901,29
ITEM00644,ORD00418,PROD0058,3,8301,59
ITEM00645,ORD00113,PROD0267,2,32693,97
ITEM00646,ORD00370,PROD0361,3,36712,92
ITEM00647,ORD00042,PROD0043,3,32555,14
ITEM00648,ORD00395,PROD0146,4,39547,94
ITEM00649,ORD00320,PROD0352,4,15002,70
ITEM00650,ORD00418,PROD0149,4,12572,8
ITEM00651,ORD00488,PROD0481,3,11950,1
ITEM00652,ORD00691,PROD0252,1,26176,56
ITEM00653,ORD00536,PROD0338,1,8013,18
ITEM00654,ORD00405,PROD0206,5,6866,94
ITEM00655,ORD00173,PROD0034,3,13247,43
ITEM00656,ORD00206,PROD0305,4,8245,29
ITEM00657,ORD00435,PROD0372,4,18452,97
ITEM00658,ORD00596,PROD0304,3,49765,82
ITEM00659,ORD00410,PROD0183,4,43891,77
ITEM00660,ORD00415,PROD0249,5,18477,18
ITEM00661,ORD00466,PROD0056,1,16629,62
ITEM00662,ORD00510,PROD0119,2,2147,12
ITEM00663,ORD00055,PROD0426,1,32845,86
ITEM00664,ORD00028,PROD0498,2,25276,77
ITEM00665,ORD00696,PROD0168,2,20041,79
ITEM00666,ORD00639,PROD0050,1,43524,96
ITEM00667,ORD00533,PROD0393,4,52152,59
ITEM00668,ORD00207,PROD0151,4,32329,64
ITEM00669,ORD00268,PROD0278,3,53250,69
ITEM00670,ORD00560,PROD0010,1,28407,15
ITEM00671,ORD00393,PROD0231,3,56093,48
ITEM00672,ORD00454,PROD0236,1,2353,22
ITEM00673,ORD00571,PROD0338,3,58179,90
ITEM00674,ORD00169,PROD0252,4,9013,39
ITEM00675,ORD00399,PROD0250,1,37480,86
ITEM00676,ORD00503,PROD0338,5,45116,69
ITEM00677,ORD00586,PROD0241,4,37047,20
ITEM00678,ORD00519,PROD0029,4,17461,63
ITEM00679,ORD00606,PROD0498,4,40631,86
ITEM00680,ORD00362,PROD0393,3,21203,7
ITEM00681,ORD00029,PROD0303,1,8601,46
ITEM00682,ORD00358,PROD0415,5,1962,97
ITEM00683,ORD00641,PROD0175,4,6579,54
ITEM00684,ORD00354,PROD0183,4,23220,7
ITEM00685,ORD00678,PROD0126,2,15576,82
ITEM00686,ORD00320,PROD0304,1,59863,88
ITEM00687,ORD00068,PROD0445,3,7701,43
ITEM00688,ORD00174,PROD0011,5,21572,4
ITEM00689,ORD00472,PROD0337,4,37427,65
ITEM00690,ORD00432,PROD0137,1,45810,60
ITEM00691,ORD00603,PROD0012,3,24955,73
ITEM00692,ORD00400,PROD0166,5,6604,62
ITEM00693,ORD00103,PROD0354,2,22217,63
ITEM00694,ORD00515,PROD0416,3,11120,78
ITEM00695,ORD00307,PROD0187,4,13422,63
ITEM00696,ORD00651,PROD0434,1,55275,68
ITEM00697,ORD00220,PROD0148,3,3315,38
ITEM00698,ORD00588,PROD0206,2,41131,95
ITEM00699,ORD00095,PROD0368,5,6408,75
ITEM00700,ORD00345,PROD0140,1,37321,67
ITEM00701,ORD00487,PROD0219,2,22961,9
ITEM00702,ORD00668,PROD0422,-2,33272,38
ITEM00703,ORD00444,PROD0340,5,20735,25
ITEM00704,ORD00425,PROD0206,3,41157,65
ITEM00705,ORD00465,PROD0344,5,12035,2
ITEM00706,ORD00643,PROD0361,5,56738,23
ITEM00707,ORD00591,PROD0256,2,43506,95
ITEM00708,ORD00479,PROD0138,5,53214,78
ITEM00709,ORD00445,PROD0479,5,47819,80
ITEM00710,ORD00062,PROD0268,2,24073,59
ITEM00711,ORD00152,PROD0124,2,49118,87
ITEM00712,ORD00308,PROD0433,4,27086,40
ITEM00713,ORD00066,PROD0325,2,55641,52
ITEM00714,ORD00274,PROD0422,3,42539,20
ITEM00715,ORD00263,PROD0352,5,15675,51
ITEM00716,ORD00245,PROD0059,2,12777,3
ITEM00717,ORD00252,PROD0409,3,30619,62
ITEM00718,ORD00574,PROD0224,4,42596,4
ITEM00719,ORD00207,PROD0082,3,9141,3
ITEM00720,ORD00265,PROD0405,3,43366,70
ITEM00721,ORD00181,PROD0330,1,47548,62
ITEM00722,ORD00021,PROD0029,1,20772,77
ITEM00723,ORD00306,PROD0444,1,59220,52
ITEM00724,ORD00373,PROD0344,1,26210,92
ITEM00725,ORD00144,PROD0121,1,37619,94
ITEM00726,ORD00513,PROD0478,1,34407,85
ITEM00727,ORD00595,PROD0487,5,16702,63
ITEM00728,ORD00093,PROD0122,5,8213,98
ITEM00729,ORD00321,PROD0169,5,48515,49
ITEM00730,ORD00242,PROD0479,4,14487,18
ITEM00731,ORD00110,PROD0090,2,18192,56
ITEM00732,ORD00419,PROD0131,5,3865,62
ITEM00733,ORD00547,PROD0192,1,20941,69
ITEM00734,ORD00434,PROD0244,2,18401,100
ITEM00735,ORD00149,PROD0186,4,47102,47
ITEM00736,ORD00316,PROD0011,5,2481,94
ITEM00737,ORD00679,PROD0410,1,45464,100
ITEM00738,ORD00688,PROD0123,3,36423,49
ITEM00739,ORD00317,PROD0328,3,59389,87
ITEM00740,ORD00125,PROD0274,2,56406,56
ITEM00741,ORD00398,PROD0005,4,16946,38
ITEM00742,ORD00093,PROD0480,2,19691,26
ITEM00743,ORD00165,PROD0469,4,41576,40
ITEM00744,ORD00660,PROD0209,1,18159,10
ITEM00745,ORD00504,PROD0242,4,55326,42
ITEM00746,ORD00433,PROD0449,1,54227,20
ITEM00747,ORD00268,PROD0260,1,23259,53
ITEM00748,ORD00617,PROD0374,5,48551,41
ITEM00749,ORD00465,PROD0356,1,50136,6
ITEM00750,ORD00657,PROD0329,2,41497,56
ITEM00751,ORD00657,PROD0070,1,26457,25
ITEM00752,ORD00644,PROD0157,3,37936,10
ITEM00753,ORD00114,PROD0081,2,34040,91
ITEM00754,ORD00665,PROD0391,2,55706,76
ITEM00755,ORD00421,PROD0406,3,29788,61
ITEM00756,ORD00137,PROD0134,2,45253,75
ITEM00757,ORD00336,PROD0410,3,13219,10
ITEM00758,ORD00425,PROD0189,2,25988,48
ITEM00759,ORD00585,PROD0115,1,1705,71
ITEM00760,ORD00663,PROD0314,2,59630,11
ITEM00761,ORD00474,PROD0102,3,46157,21
ITEM00762,ORD00051,PROD0206,5,28308,76
ITEM00763,ORD00267,PROD0077,-2,24312,21
ITEM00764,ORD00581,PROD0061,1,47293,67
ITEM00765,ORD00446,PROD0396,4,54415,86
ITEM00766,ORD00507,PROD0061,2,46964,26
ITEM00767,ORD00196,PROD0485,3,19071,95
ITEM00768,ORD00507,PROD0196,2,28466,26
ITEM00769,ORD00615,PROD0111,3,47825,86
ITEM00770,ORD00194,PROD0215,2,26973,18
ITEM00771,ORD00030,PROD0149,3,15632,79
ITEM00772,ORD00462,PROD0465,2,24424,74
ITEM00773,ORD00663,PROD0235,1,876,60
ITEM00774,ORD00137,PROD0447,3,45617,50
ITEM00775,ORD00218,PROD0366,4,46629,54
ITEM00776,ORD00612,PROD0132,1,6444,71
ITEM00777,ORD00061,PROD0027,3,15590,60
ITEM00778,ORD00363,PROD0311,5,46702,95
ITEM00779,ORD00047,PROD0003,3,33265,79
ITEM00780,ORD00391,PROD0155,4,44191,47
ITEM00781,ORD00136,PROD0496,5,2895,74
ITEM00782,ORD00184,PROD0134,2,33213,63
ITEM00783,ORD00348,PROD0450,4,8845,11
ITEM00784,ORD00325,PROD0364,5,28572,18
ITEM00785,ORD00267,PROD0060,3,3094,16
ITEM00786,ORD00512,PROD0447,3,49209,46
ITEM00787,ORD00441,PROD0145,3,40369,97
ITEM00788,ORD00271,PROD0265,-5,28758,21
ITEM00789,ORD00324,PROD0378,4,50248,19
ITEM00790,ORD00570,PROD0437,4,3687,24
ITEM00791,ORD00153,PROD0028,2,12202,4
ITEM00792,ORD00482,PROD0134,2,46465,59
ITEM00793,ORD00447,PROD0060,4,2873,56
ITEM00794,ORD00366,PROD0364,5,31998,58
ITEM00795,ORD00505,PROD0058,2,8303,44
ITEM00796,ORD00096,PROD0105,3,12039,21
ITEM00797,ORD00521,PROD0422,3,37112,84
ITEM00798,ORD00600,PROD0109,5,470,67
ITEM00799,ORD00585,PROD0093,4,5235,31
ITEM00800,ORD00511,PROD0347,1,58354,42
ITEM00801,ORD00027,PROD0146,1,26032,47
ITEM00802,ORD00605,PROD0476,1,55052,41
ITEM00803,ORD00158,PROD0015,1,30361,90
ITEM00804,ORD00676,PROD0246,4,41379,34
ITEM00805,ORD00609,PROD0337,1,21789,5
ITEM00806,ORD00672,PROD0319,4,21493,93
ITEM00807,ORD00583,PROD0067,2,56775,6
ITEM00808,ORD00660,PROD0145,3,52507,7
ITEM00809,ORD00073,PROD0281,5,25194,11
ITEM00810,ORD00409,PROD0131,2,15933,98
ITEM00811,ORD00409,PROD0046,1,56059,26
ITEM00812,ORD00167,PROD0199,4,18873,82
ITEM00813,ORD00670,PROD0079,1,19765,62
ITEM00814,ORD00443,PROD0377,3,59427,87
ITEM00815,ORD00618,PROD0068,3,43815,12
ITEM00816,ORD00377,PROD0263,2,32287,57
ITEM00817,ORD00398,PROD0244,3,37100,76
ITEM00818,ORD00434,PROD0047,4,53349,47
ITEM00819,ORD00629,PROD0096,4,41532,54
ITEM00820,ORD00096,PROD0021,5,22596,59
ITEM00821,ORD00693,PROD0115,2,32661,67
ITEM00822,ORD00645,PROD0332,5,5703,37
ITEM00823,ORD00480,PROD0224,1,59654,61
ITEM00824,ORD00308,PROD0077,2,45047,38
ITEM00825,ORD00255,PROD0268,4,19564,72
ITEM00826,ORD00049,PROD0283,1,3155,65
ITEM00827,ORD00111,PROD0262,4,27267,12
ITEM00828,ORD00476,PROD0339,5,53469,32
ITEM00829,ORD00364,PROD0131,5,5558,98
ITEM00830,ORD00516,PROD0009,1,48730,84
ITEM00831,ORD00474,PROD0092,2,55440,50
ITEM00832,ORD00047,PROD0043,4,57659,90
ITEM00833,ORD00305,PROD0161,5,47654,58
ITEM00834,ORD00687,PROD0231,5,53142,33
ITEM00835,ORD00350,PROD0495,2,14032,23
ITEM00836,ORD00081,PROD0383,5,17194,86
ITEM00837,ORD00109,PROD0223,5,1374,0
ITEM00838,ORD00405,PROD0060,1,11454,83
ITEM00839,ORD00489,PROD0236,4,57136,84
ITEM00840,ORD00617,PROD0372,4,20044,79
ITEM00841,ORD00632,PROD0185,4,52932,38
ITEM00842,ORD00090,PROD0065,2,1109,24
ITEM00843,ORD00115,PROD0418,1,45815,24
ITEM00844,ORD00028,PROD0108,4,42708,18
ITEM00845,ORD00666,PROD0124,4,55387,80
ITEM00846,ORD00552,PROD0098,1,19920,98
ITEM00847,ORD00475,PROD0076,4,27848,2
ITEM00848,ORD00120,PROD0086,2,48616,89
ITEM00849,ORD00456,PROD0494,4,31099,2
ITEM00850,ORD00461,PROD0300,2,13394,37
ITEM00851,ORD00584,PROD0425,4,3537,42
ITEM00852,ORD00009,PROD0053,4,27442,63
ITEM00853,ORD00593,PROD0306,5,19256,4
ITEM00854,ORD00500,PROD0205,4,33843,75
ITEM00855,ORD00627,PROD0479,4,15398,91
ITEM00856,ORD00063,PROD0271,1,27856,73
ITEM00857,ORD00324,PROD0284,1,17753,82
ITEM00858,ORD00428,PROD0456,4,7863,63
ITEM00859,ORD00638,PROD0481,3,29581,89
ITEM00860,ORD00447,PROD0011,2,19075,92
ITEM00861,ORD00197,PROD0241,3,28912,29
ITEM00862,ORD00520,PROD0113,5,59776,87
ITEM00863,ORD00348,PROD0472,5,56131,91
ITEM00864,ORD00673,PROD0240,2,58079,37
ITEM00865,ORD00400,PROD0492,4,54796,86
ITEM00866,ORD00669,PROD0377,3,52364,60
ITEM00867,ORD00166,PROD0319,2,18711,88
ITEM00868,ORD00089,PROD0342,4,8660,22
ITEM00869,ORD00205,PROD0081,5,32455,12
ITEM00870,ORD00426,PROD0483,4,20100,30
ITEM00871,ORD00215,PROD0286,1,1388,45
ITEM00872,ORD00268,PROD0183,2,11650,64
ITEM00873,ORD00033,PROD0414,1,22333,55
ITEM00874,ORD00117,PROD0317,2,8109,71
ITEM00875,ORD00230,PROD0250,3,22503,100
ITEM00876,ORD00364,PROD0394,1,50668,71
ITEM00877,ORD00274,PROD0459,2,56128,88
ITEM00878,ORD00528,PROD0310,1,46494,6
ITEM00879,ORD00449,PROD0410,4,55354,96
ITEM00880,ORD00114,PROD0500,1,51426,78
ITEM00881,ORD00625,PROD0401,1,54176,71
ITEM00882,ORD00043,PROD0260,1,11147,80
ITEM00883,ORD00121,PROD0446,2,59902,46
ITEM00884,ORD00161,PROD0373,3,46610,56
ITEM00885,ORD00519,PROD0256,-4,10311,82
ITEM00886,ORD00373,PROD0172,2,8259,25
ITEM00887,ORD00450,PROD0497,4,50611,98
ITEM00888,ORD00007,PROD0126,4,22568,36
ITEM00889,ORD00518,PROD0088,1,17633,47
ITEM00890,ORD00425,PROD0185,2,10135,96
ITEM00891,ORD00543,PROD0216,2,9243,54
ITEM00892,ORD00424,PROD0471,4,59055,58
ITEM00893,ORD00529,PROD0407,3,2150,56
ITEM00894,ORD00150,PROD0395,1,47230,66
ITEM00895,ORD00072,PROD0044,3,20831,51
ITEM00896,ORD00169,PROD0223,1,25973,97
ITEM00897,ORD00038,PROD0339,2,59346,73
ITEM00898,ORD00060,PROD0324,5,19580,53
ITEM00899,ORD00412,PROD0454,5,57448,38
ITEM00900,ORD00322,PROD0466,3,717,35
ITEM00901,ORD00541,PROD0313,2,46094,51
ITEM00902,ORD00457,PROD0330,2,58368,69
ITEM00903,ORD00640,PROD0404,5,42931,56
ITEM00904,ORD00354,PROD0455,4,51016,25
ITEM00905,ORD00309,PROD0044,1,35421,42
ITEM00906,ORD00400,PROD0372,2,34309,69
ITEM00907,ORD00291,PROD0110,1,33732,70
ITEM00908,ORD00320,PROD0267,3,49813,81
ITEM00909,ORD00164,PROD0012,1,58547,69
ITEM00910,ORD00607,PROD0133,2,54740,99
ITEM00911,ORD00312,PROD0372,4,33313,14
ITEM00912,ORD00062,PROD0431,3,17223,80
ITEM00913,ORD00520,PROD0182,1,3328,96
ITEM00914,ORD00667,PROD0482,1,29608,38
ITEM00915,ORD00587,PROD0378,1,29897,43
ITEM00916,ORD00242,PROD0413,5,37266,91
ITEM00917,ORD00643,PROD0341,5,55544,76
ITEM00918,ORD00240,PROD0180,-2,18847,85
ITEM00919,ORD00587,PROD0345,2,47015,48
ITEM00920,ORD00533,PROD0378,2,7096,41
ITEM00921,ORD00529,PROD0299,2,54125,99
ITEM00922,ORD00370,PROD0233,1,9804,91
ITEM00923,ORD00436,PROD0425,4,5570,11
ITEM00924,ORD00064,PROD0218,2,31411,27
ITEM00925,ORD00457,PROD0040,3,44556,67
ITEM00926,ORD00413,PROD0302,5,34209,99
ITEM00927,ORD00405,PROD0447,3,38492,63
ITEM00928,ORD00652,PROD0217,4,45355,62
ITEM00929,ORD00427,PROD0422,2,9659,64
ITEM00930,ORD00131,PROD0249,4,8679,90
ITEM00931,ORD00526,PROD0442,5,7937,88
ITEM00932,ORD00218,PROD0234,4,2336,95
ITEM00933,ORD00161,PROD0484,5,24404,15
ITEM00934,ORD00617,PROD0437,-4,7430,15
ITEM00935,ORD00379,PROD0293,3,2839,66
ITEM00936,ORD00157,PROD0061,3,20183,47
ITEM00937,ORD00311,PROD0151,4,2033,18
ITEM00938,ORD00146,PROD0402,5,27840,6
ITEM00939,ORD00313,PROD0456,3,14328,23
ITEM00940,ORD00501,PROD0002,1,36083,44
ITEM00941,ORD00070,PROD0446,1,27566,61
ITEM00942,ORD00587,PROD0159,5,29846,43
ITEM00943,ORD00387,PROD0244,5,8903,97
ITEM00944,ORD00142,PROD0259,4,50117,57
ITEM00945,ORD00684,PROD0230,2,56976,93
ITEM00946,ORD00334,PROD0046,5,43748,79
ITEM00947,ORD00420,PROD0199,2,59198,50
ITEM00948,ORD00348,PROD0277,1,44138,56
ITEM00949,ORD00285,PROD0331,1,56951,21
ITEM00950,ORD00026,PROD0293,3,36968,82
ITEM00951,ORD00127,PROD0330,5,5780,24
ITEM00952,ORD00634,PROD0278,5,49851,6
ITEM00953,ORD00584,PROD0268,2,49388,60
ITEM00954,ORD00515,PROD0460,1,8082,84
ITEM00955,ORD00545,PROD0093,1,18219,100
ITEM00956,ORD00211,PROD0126,5,29313,10
ITEM00957,ORD00547,PROD0311,3,26532,75
ITEM00958,ORD00047,PROD0252,1,22479,55
ITEM00959,ORD00185,PROD0213,1,56537,67
ITEM00960,ORD00325,PROD0196,3,6165,14
ITEM00961,ORD00102,PROD0278,2,18900,18
ITEM00962,ORD00188,PROD0131,-1,10307,39
ITEM00963,ORD00418,PROD0348,2,4060,78
ITEM00964,ORD00334,PROD0093,1,46946,7
ITEM00965,ORD00306,PROD0200,1,21174,18
ITEM00966,ORD00423,PROD0458,3,17103,48
ITEM00967,ORD00124,PROD0027,2,15903,96
ITEM00968,ORD00612,PROD0301,2,32507,65
ITEM00969,ORD00517,PROD0198,1,17848,7
ITEM00970,ORD00326,PROD0238,5,26878,8
ITEM00971,ORD00496,PROD0015,4,41719,29
ITEM00972,ORD00020,PROD0138,5,38615,86
ITEM00973,ORD00104,PROD0127,5,42900,100
ITEM00974,ORD00129,PROD0156,5,26856,57
ITEM00975,ORD00086,PROD0434,5,13533,100
ITEM00976,ORD00146,PROD0192,5,11222,100
ITEM00977,ORD00252,PROD0276,4,59935,71
ITEM00978,ORD00463,PROD0022,1,53457,59
ITEM00979,ORD00636,PROD0149,2,235,7
ITEM00980,ORD00494,PROD0140,5,16642,87
ITEM00981,ORD00390,PROD0180,2,38548,65
ITEM00982,ORD00289,PROD0024,2,48643,68
ITEM00983,ORD00577,PROD0036,3,6079,50
ITEM00984,ORD00126,PROD0426,2,47718,71
ITEM00985,ORD00287,PROD0450,4,14018,78
ITEM00986,ORD00517,PROD0491,3,58129,87
ITEM00987,ORD00351,PROD0326,3,49528,90
ITEM00988,ORD00464,PROD0140,2,43602,41
ITEM00989,ORD00350,PROD0108,4,39489,42
ITEM00990,ORD00017,PROD0468,2,42565,0
ITEM00991,ORD00624,PROD0244,1,59277,1
ITEM00992,ORD00689,PROD0089,4,36624,89
ITEM00993,ORD00501,PROD0391,4,35466,10
ITEM00994,ORD00665,PROD0334,1,35500,3
ITEM00995,ORD00688,PROD0228,1,23333,48
ITEM00996,ORD00616,PROD0184,4,11812,98
ITEM00997,ORD00009,PROD0064,4,24479,24
ITEM00998,ORD00456,PROD0005,2,48902,2
ITEM00999,ORD00288,PROD0349,-2,12750,11
ITEM01000,ORD00629,PROD0321,3,53180,91
ITEM01001,ORD00227,PROD0120,4,23989,4
ITEM01002,ORD00288,PROD0253,5,13902,0
ITEM01003,ORD00201,PROD0421,4,7470,35
ITEM01004,ORD00583,PROD0257,4,11372,70
ITEM01005,ORD00199,PROD0338,5,44251,87
ITEM01006,ORD00618,PROD0290,2,4483,75
ITEM01007,ORD00132,PROD0382,1,8551,33
ITEM01008,ORD00584,PROD0439,2,57937,66
ITEM01009,ORD00281,PROD0099,1,45615,86
ITEM01010,ORD00546,PROD0315,3,44809,71
ITEM01011,ORD00465,PROD0002,4,42206,86
ITEM01012,ORD00666,PROD0027,-2,28547,52
ITEM01013,ORD00281,PROD0063,5,30778,63
ITEM01014,ORD00371,PROD0265,1,58120,92
ITEM01015,ORD00230,PROD0025,3,27729,68
ITEM01016,ORD00460,PROD0162,1,25880,24
ITEM01017,ORD00343,PROD0042,5,53131,3
ITEM01018,ORD00232,PROD0354,4,5078,31
ITEM01019,ORD00202,PROD0085,3,20568,8
ITEM01020,ORD00642,PROD0321,1,2026,61
ITEM01021,ORD00443,PROD0414,1,39032,80
ITEM01022,ORD00343,PROD0431,3,16397,13
ITEM01023,ORD00485,PROD0123,3,54759,6
ITEM01024,ORD00342,PROD0267,2,4978,99
ITEM01025,ORD00615,PROD0318,4,50275,12
ITEM01026,ORD00641,PROD0229,5,8380,10
ITEM01027,ORD00063,PROD0470,1,24932,40
ITEM01028,ORD00067,PROD0401,2,4263,56
ITEM01029,ORD00057,PROD0155,5,41237,55
ITEM01030,ORD00068,PROD0053,1,36851,6
ITEM01031,ORD00302,PROD0436,4,26524,12
ITEM01032,ORD00633,PROD0386,4,15477,76
ITEM01033,ORD00676,PROD0320,-1,29914,49
ITEM01034,ORD00476,PROD0408,4,57867,79
ITEM01035,ORD00635,PROD0052,3,42858,86
ITEM01036,ORD00027,PROD0233,5,21708,75
ITEM01037,ORD00198,PROD0056,1,1005,76
ITEM01038,ORD00070,PROD0304,2,59468,73
ITEM01039,ORD00130,PROD0327,5,16995,45
ITEM01040,ORD00432,PROD0247,5,29338,23
ITEM01041,ORD00249,PROD0071,1,4164,16
ITEM01042,ORD00320,PROD0300,4,33828,83
ITEM01043,ORD00367,PROD0160,5,58213,69
ITEM01044,ORD00150,PROD0076,4,20429,77
ITEM01045,ORD00352,PROD0150,3,729,66
ITEM01046,ORD00601,PROD0337,2,3956,30
ITEM01047,ORD00520,PROD0420,5,56475,6
ITEM01048,ORD00433,PROD0177,2,13331,81
ITEM01049,ORD00207,PROD0403,1,22583,24
ITEM01050,ORD00684,PROD0244,4,39506,88
ITEM01051,ORD00340,PROD0437,5,37299,42
ITEM01052,ORD00631,PROD0154,4,21736,20
ITEM01053,ORD00108,PROD0233,1,32701,28
ITEM01054,ORD00004,PROD0328,2,45630,29
ITEM01055,ORD00478,PROD0320,2,15864,61
ITEM01056,ORD00340,PROD0414,4,13655,51
ITEM01057,ORD00189,PROD0423,1,23977,1
ITEM01058,ORD00076,PROD0184,1,36552,14
ITEM01059,ORD00146,PROD0149,4,12940,80
ITEM01060,ORD00600,PROD0468,3,3077,3
ITEM01061,ORD00204,PROD0102,3,11612,28
ITEM01062,ORD00269,PROD0369,2,22470,70
ITEM01063,ORD00252,PROD0092,2,1608,22
ITEM01064,ORD00269,PROD0467,1,1575,86
ITEM01065,ORD00141,PROD0195,1,22376,26
ITEM01066,ORD00313,PROD0234,2,24424,47
ITEM01067,ORD00677,PROD0088,5,52564,79
ITEM01068,ORD00445,PROD0450,1,7965,18
ITEM01069,ORD00134,PROD0407,2,12762,68
ITEM01070,ORD00388,PROD0356,3,21037,76
ITEM01071,ORD00440,PROD0326,2,3227,97
ITEM01072,ORD00631,PROD0301,-1,56196,68
ITEM01073,ORD00302,PROD0405,2,21674,31
