order_id,customer_id,order_date,status,region_code
ORD00356,CUST0486,2025-03-31 10:49:53.309025,SHIPPED,SOUTH
ORD00357,CUST0414,2024-10-19 05:40:14.276161,SHIPPED,SOUTH
ORD00358,CUST0022,2026-04-30 06:32:23.881972,CANCELLED,NORTH
ORD00359,CUST0350,2025-07-02 07:41:41.592893,CANCELLED,SOUTH
ORD00360,CUST0422,2025-05-28 09:39:03.262871,SHIPPED,EAST
ORD00361,CUST0164,2025-02-13 02:24:20.430464,PLACED,NORTH
ORD00362,UNKNOWN,2025-12-03 23:44:33.095130,RETURNED,WEST
ORD00363,CUST0283,2024-11-28 10:40:10.925526,DELIVERED,EAST
ORD00364,CUST0267,2024-11-26 03:27:39.831981,CANCELLED,NORTH
ORD00365,CUST0403,2025-03-23 18:42:03.984608,RETURNED,WEST
ORD00366,CUST0058,2025-12-29 19:44:18.004012,CANCELLED,SOUTH
ORD00367,CUST0076,2025-01-29 22:28:01.777523,RETURNED,NORTH
ORD00368,CUST0474,2026-03-12 02:25:58.284702,PLACED,NORTH
ORD00369,CUST0403,2026-05-11 19:43:48.318569,DELIVERED,EAST
ORD00370,CUST0450,2025-08-21 21:11:41.069097,CANCELLED,EAST
ORD00371,CUST0197,2024-01-09 00:00:00.000000,CANCELLED,WEST
ORD00372,CUST0020,2024-11-03 01:26:35.169794,SHIPPED,EAST
ORD00373,CUST0207,2025-02-13 19:12:07.224489,SHIPPED,WEST
ORD00374,CUST0020,2025-01-21 04:31:25.708652,CANCELLED,EAST
ORD00375,UNKNOWN,2025-04-06 23:39:16.554375,SHIPPED,NORTH
ORD00376,CUST0382,2024-07-13 08:13:49.890033,CANCELLED,EAST
ORD00377,CUST0460,2025-10-21 21:10:39.027300,DELIVERED,NORTH
ORD00378,CUST0173,2025-04-15 16:49:14.720932,DELIVERED,EAST
ORD00379,CUST0144,2024-11-25 08:18:32.223086,CANCELLED,NORTH
ORD00380,CUST0498,2024-07-26 11:47:54.144614,SHIPPED,SOUTH
ORD00381,CUST0154,2026-03-30 17:07:50.298061,CANCELLED,EAST
ORD00382,CUST0138,2026-01-30 16:21:38.923251,CANCELLED,NORTH
ORD00383,CUST0097,2025-01-03 05:54:07.755943,CANCELLED,SOUTH
ORD00384,CUST0468,2025-12-21 11:53:57.165352,CANCELLED,WEST
ORD00385,CUST0389,2025-11-05 16:25:29.711698,RETURNED,EAST
ORD00386,UNKNOWN,2025-08-10 12:20:16.334803,PLACED,SOUTH
ORD00387,CUST0034,2025-04-21 20:54:51.292003,DELIVERED,WEST
ORD00388,UNKNOWN,2025-07-30 15:21:01.679865,RETURNED,NORTH
ORD00389,CUST0089,2025-07-11 06:24:13.951116,SHIPPED,SOUTH
ORD00390,CUST0429,2025-08-19 15:40:47.011725,PLACED,SOUTH
ORD00391,CUST0017,2025-10-03 15:07:14.056991,CANCELLED,NORTH
ORD00392,CUST0471,2025-03-05 11:16:47.586235,DELIVERED,SOUTH
ORD00393,CUST0141,2025-10-23 23:37:51.227180,DELIVERED,WEST
ORD00394,CUST0259,2024-10-01 12:12:54.030700,CANCELLED,NORTH
ORD00395,CUST0349,2025-07-30 00:06:41.580757,PLACED,SOUTH
ORD00396,CUST0191,2024-08-30 12:36:35.410221,CANCELLED,WEST
ORD00397,CUST0091,2026-03-14 21:49:11.608300,CANCELLED,EAST
ORD00398,UNKNOWN,2024-10-15 14:45:03.523850,SHIPPED,EAST
ORD00399,CUST0384,2026-04-11 21:16:00.960034,PLACED,EAST
ORD00400,CUST0015,2024-12-07 10:21:48.118937,CANCELLED,NORTH
ORD00401,CUST0084,2025-07-02 08:53:23.033145,RETURNED,SOUTH
ORD00402,CUST0439,2024-09-22 22:54:40.725842,SHIPPED,SOUTH
ORD00403,CUST0347,2025-09-02 22:19:20.319589,SHIPPED,EAST
ORD00404,CUST0334,2026-03-15 17:12:45.756092,CANCELLED,NORTH
ORD00405,CUST0443,2025-11-05 09:58:13.912973,PLACED,WEST
ORD00406,CUST0467,2025-07-31 22:03:30.846366,SHIPPED,SOUTH
ORD00407,CUST0308,2025-12-07 02:42:41.863863,PLACED,SOUTH
ORD00408,CUST0130,2025-01-15 18:36:08.267955,RETURNED,EAST
ORD00409,CUST0365,2025-04-06 10:21:13.189309,DELIVERED,WEST
ORD00410,CUST0459,2025-09-28 10:53:56.096293,CANCELLED,EAST
ORD00411,CUST0236,2024-09-02 14:08:20.749955,DELIVERED,SOUTH
ORD00412,CUST0239,2026-05-23 07:37:27.225739,DELIVERED,WEST
ORD00413,CUST0300,2024-12-12 07:06:24.819036,PLACED,NORTH
ORD00414,CUST0262,2025-07-06 18:41:46.355039,DELIVERED,EAST
ORD00415,CUST0153,2026-04-23 18:35:04.163219,PLACED,WEST
ORD00416,UNKNOWN,2024-09-09 05:22:30.462047,DELIVERED,EAST
ORD00417,CUST0328,2026-02-17 22:42:29.123340,DELIVERED,EAST
ORD00418,CUST0134,2024-08-26 03:46:38.633786,DELIVERED,SOUTH
ORD00419,CUST0077,2025-08-24 10:32:51.669509,RETURNED,SOUTH
ORD00420,CUST0461,2026-05-29 04:27:06.442112,PLACED,WEST
ORD00421,CUST0339,2025-05-12 15:54:09.812532,DELIVERED,SOUTH
ORD00422,CUST0370,2025-04-08 09:56:42.962034,PLACED,WEST
ORD00423,CUST0152,2025-12-12 07:31:54.852116,DELIVERED,WEST
ORD00424,CUST0208,2026-03-06 11:19:26.290146,CANCELLED,NORTH
ORD00425,CUST0299,2025-01-22 00:00:00.000000,RETURNED,SOUTH
ORD00426,CUST0176,2024-08-11 12:19:20.587779,SHIPPED,WEST
ORD00427,CUST0465,2024-09-02 05:37:18.247288,DELIVERED,EAST
ORD00428,CUST0433,2025-02-19 19:31:10.235657,SHIPPED,SOUTH
ORD00429,CUST0151,2026-06-02 19:56:44.412766,PLACED,WEST
ORD00430,CUST0066,2026-06-14 12:09:23.661717,DELIVERED,SOUTH
ORD00431,CUST0485,2024-09-21 18:15:32.075487,DELIVERED,NORTH
ORD00432,CUST0114,2025-12-24 12:58:37.476539,DELIVERED,SOUTH
ORD00433,CUST0382,2025-08-05 04:26:13.881181,DELIVERED,WEST
ORD00434,CUST0404,2024-11-28 05:08:23.477717,DELIVERED,EAST
ORD00435,CUST0134,2025-08-01 04:33:24.434100,RETURNED,EAST
ORD00436,CUST0238,2025-01-10 12:48:17.468836,PLACED,WEST
ORD00437,CUST0028,2025-10-12 14:30:34.257442,RETURNED,NORTH
ORD00438,CUST0242,2024-11-20 11:57:46.074181,SHIPPED,NORTH
ORD00439,CUST0445,2026-01-11 02:07:36.134763,CANCELLED,EAST
ORD00440,CUST0212,2025-05-12 02:25:40.642693,PLACED,SOUTH
ORD00441,CUST0071,2024-09-27 21:26:05.364895,SHIPPED,EAST
ORD00442,CUST0210,2025-10-22 07:39:55.869503,RETURNED,WEST
ORD00443,CUST0074,2025-03-31 07:15:09.868951,DELIVERED,SOUTH
ORD00444,CUST0399,2025-06-12 21:40:48.266052,PLACED,WEST
ORD00445,CUST0171,2025-11-10 18:19:13.731214,SHIPPED,EAST
ORD00446,CUST0325,2026-04-18 16:51:28.027640,PLACED,NORTH
ORD00447,CUST0232,2024-11-11 16:01:54.277958,DELIVERED,SOUTH
ORD00448,CUST0390,2024-11-21 14:14:10.887832,SHIPPED,SOUTH
ORD00449,CUST0251,2025-05-02 03:31:06.433343,PLACED,SOUTH
ORD00450,CUST0315,2025-03-16 08:43:28.105827,CANCELLED,WEST
ORD00451,CUST0207,2024-05-11 00:00:00.000000,CANCELLED,WEST
ORD00452,CUST0197,2026-07-12 03:40:08.293645,PLACED,NORTH
ORD00453,CUST0274,2025-06-01 10:17:15.186846,SHIPPED,EAST
ORD00454,CUST0487,2025-03-27 04:23:14.659500,PLACED,EAST
ORD00455,CUST0388,2025-02-28 00:45:25.024693,RETURNED,SOUTH
ORD00456,CUST0010,2026-07-07 01:27:50.697413,PLACED,SOUTH
ORD00457,CUST0116,2025-03-06 23:17:26.994079,DELIVERED,EAST
ORD00458,CUST0067,2025-04-10 08:25:08.039943,PLACED,WEST
ORD00459,CUST0258,2026-01-22 00:55:27.706570,RETURNED,EAST
ORD00460,CUST0086,2025-05-23 08:28:27.271984,PLACED,NORTH
ORD00461,CUST0153,2025-12-25 01:10:28.725551,DELIVERED,WEST
ORD00462,CUST0373,2025-09-30 06:01:19.208143,RETURNED,EAST
ORD00463,CUST0223,2025-08-28 04:23:36.432386,SHIPPED,EAST
ORD00464,CUST0462,2024-12-16 02:05:46.424207,CANCELLED,EAST
ORD00465,CUST0385,2026-01-23 03:38:23.280058,SHIPPED,SOUTH
ORD00466,UNKNOWN,2026-05-20 08:22:26.866938,CANCELLED,NORTH
ORD00467,CUST0117,2025-01-14 10:10:46.013970,SHIPPED,SOUTH
ORD00468,CUST0109,2026-06-15 06:49:41.415059,PLACED,SOUTH
ORD00469,CUST0064,2025-06-04 16:57:44.402947,DELIVERED,NORTH
ORD00470,CUST0193,2025-04-28 21:12:43.046649,DELIVERED,NORTH
ORD00471,CUST0305,2025-12-25 08:59:11.755569,PLACED,NORTH
ORD00472,CUST0335,2026-06-30 20:19:54.720946,PLACED,NORTH
ORD00473,CUST0354,2025-09-21 00:14:19.476761,PLACED,WEST
ORD00474,CUST0228,2025-07-25 22:05:22.776107,CANCELLED,NORTH
ORD00475,CUST0281,2026-07-08 11:38:00.049484,DELIVERED,WEST
ORD00476,CUST0360,2025-02-18 07:21:13.773896,SHIPPED,SOUTH
ORD00477,CUST0356,2025-02-17 04:55:18.084180,PLACED,EAST
ORD00478,CUST0216,2024-12-21 21:37:19.247411,PLACED,EAST
ORD00479,CUST0319,2026-03-29 21:41:26.115140,RETURNED,SOUTH
ORD00480,CUST0215,2024-07-28 16:04:07.899851,PLACED,NORTH
ORD00481,UNKNOWN,2026-03-05 05:28:01.281048,PLACED,NORTH
ORD00482,CUST0255,2025-11-28 15:26:11.401531,SHIPPED,SOUTH
ORD00483,CUST0399,2025-01-30 09:33:32.023068,DELIVERED,SOUTH
ORD00484,CUST0184,2025-08-21 06:10:02.922305,CANCELLED,EAST
ORD00485,CUST0083,2025-08-23 04:48:00.480085,PLACED,WEST
ORD00486,CUST0467,2026-05-20 04:26:19.635610,SHIPPED,WEST
ORD00487,CUST0170,2024-11-02 19:59:46.328003,SHIPPED,NORTH
ORD00488,CUST0007,2024-08-09 09:11:07.918721,PLACED,NORTH
ORD00489,CUST0428,2025-03-29 14:47:48.426623,RETURNED,WEST
ORD00490,CUST0077,2024-10-21 22:07:00.643544,PLACED,NORTH
ORD00491,CUST0371,2025-04-06 23:07:54.890679,PLACED,EAST
ORD00492,CUST0330,2025-09-11 01:41:06.872984,SHIPPED,WEST
ORD00493,CUST0152,2024-12-30 00:21:08.670942,DELIVERED,WEST
ORD00494,UNKNOWN,2026-02-25 00:00:00.000000,PLACED,SOUTH
ORD00495,CUST0448,2024-09-17 22:50:50.298901,PLACED,EAST
ORD00496,CUST0185,2025-04-30 20:40:54.560950,DELIVERED,WEST
ORD00497,CUST0379,2026-05-14 07:28:26.494691,PLACED,NORTH
ORD00498,CUST0436,2025-12-31 04:24:32.720606,PLACED,NORTH
ORD00499,UNKNOWN,2025-12-23 09:04:38.314435,SHIPPED,SOUTH
ORD00500,CUST0169,2026-02-12 00:25:35.666537,DELIVERED,WEST
ORD00501,CUST0490,2024-11-16 02:51:15.515391,RETURNED,EAST
ORD00502,CUST0450,2026-03-07 23:28:43.821739,PLACED,EAST
ORD00503,CUST0418,2025-11-28 13:15:40.101450,DELIVERED,SOUTH
ORD00504,CUST0059,2025-09-06 17:50:30.341835,CANCELLED,WEST
ORD00505,CUST0493,2026-05-06 20:11:37.956293,CANCELLED,EAST
ORD00506,CUST0428,2025-09-20 14:55:06.836270,CANCELLED,WEST
ORD00507,CUST0410,2025-02-17 05:57:40.215426,CANCELLED,SOUTH
ORD00508,CUST0058,2025-12-28 15:27:32.933725,SHIPPED,NORTH
ORD00509,CUST0483,2025-09-06 18:44:23.921420,SHIPPED,NORTH
ORD00510,CUST0214,2024-09-08 03:26:19.930210,RETURNED,WEST
ORD00511,CUST0411,2024-08-22 16:01:15.317485,RETURNED,WEST
ORD00512,CUST0093,2026-01-26 22:41:09.466643,RETURNED,WEST
ORD00513,CUST0399,2025-03-23 23:21:22.374478,DELIVERED,NORTH
ORD00514,UNKNOWN,2026-03-01 17:20:48.805920,SHIPPED,WEST
ORD00515,CUST0472,2025-05-13 01:52:10.446703,CANCELLED,NORTH
ORD00516,CUST0455,2026-04-07 18:00:32.638160,CANCELLED,WEST
ORD00517,CUST0024,2026-04-09 04:17:25.804967,PLACED,EAST
ORD00518,CUST0336,2024-12-25 10:18:58.403420,DELIVERED,NORTH
ORD00519,CUST0361,2025-11-01 15:49:19.698574,RETURNED,SOUTH
ORD00520,CUST0490,2025-09-25 18:52:26.332991,DELIVERED,NORTH
ORD00521,CUST0222,2024-07-21 04:04:22.482721,SHIPPED,WEST
ORD00522,CUST0178,2026-01-31 16:56:27.188513,CANCELLED,SOUTH
ORD00523,CUST0430,2025-04-18 05:11:19.178245,RETURNED,NORTH
ORD00524,CUST0006,2025-02-20 10:55:37.132549,SHIPPED,WEST
ORD00525,CUST0437,2024-08-11 21:35:53.918822,CANCELLED,SOUTH
ORD00526,CUST0039,2025-08-11 05:23:58.860895,CANCELLED,EAST
ORD00527,CUST0124,2024-10-30 00:00:00.000000,DELIVERED,EAST
ORD00528,CUST0026,2025-07-14 19:28:28.973716,RETURNED,SOUTH
ORD00529,UNKNOWN,2024-12-21 02:31:15.310699,CANCELLED,WEST
ORD00530,UNKNOWN,2024-08-18 17:17:59.875538,SHIPPED,NORTH
ORD00531,CUST0236,2025-12-29 05:17:42.818491,CANCELLED,WEST
ORD00532,CUST0046,2025-04-25 19:26:30.570946,CANCELLED,WEST
ORD00533,CUST0162,2025-06-03 07:56:26.832125,PLACED,WEST
ORD00534,UNKNOWN,2025-09-20 13:10:57.891586,PLACED,NORTH
ORD00535,CUST0207,2025-07-16 12:17:00.453420,CANCELLED,NORTH
ORD00536,CUST0286,2024-12-22 01:06:34.073937,RETURNED,NORTH
ORD00537,CUST0423,2025-02-09 11:56:52.096756,PLACED,EAST
ORD00538,CUST0456,2025-04-26 20:40:54.996131,RETURNED,SOUTH
ORD00539,CUST0336,2024-10-17 09:05:08.613722,CANCELLED,EAST
ORD00540,CUST0187,2024-09-11 02:45:07.655252,PLACED,SOUTH
ORD00541,CUST0433,2025-09-03 05:49:58.708856,CANCELLED,EAST
ORD00542,CUST0287,2024-08-17 20:06:33.607336,RETURNED,WEST
ORD00543,CUST0367,2025-04-30 10:02:27.906600,DELIVERED,WEST
ORD00544,CUST0059,2024-09-12 23:10:29.293365,PLACED,SOUTH
ORD00545,CUST0002,2025-07-14 09:19:58.155739,DELIVERED,EAST
ORD00546,CUST0425,2026-01-29 01:56:30.088939,DELIVERED,EAST
ORD00547,CUST0360,2024-10-16 01:17:08.950242,PLACED,NORTH
ORD00548,CUST0460,2024-10-19 08:06:01.170037,SHIPPED,WEST
ORD00549,CUST0072,2025-08-25 08:55:22.626585,CANCELLED,NORTH
ORD00550,CUST0131,2025-07-04 04:33:26.862390,RETURNED,SOUTH
ORD00551,CUST0097,2025-11-01 06:31:02.590555,PLACED,WEST
ORD00552,CUST0111,2024-12-03 01:31:46.704587,CANCELLED,SOUTH
ORD00553,CUST0367,2025-10-05 18:58:18.161590,DELIVERED,NORTH
ORD00554,CUST0388,2026-01-01 04:59:05.202554,CANCELLED,NORTH
ORD00555,CUST0475,2025-01-08 16:40:28.959962,RETURNED,NORTH
ORD00556,CUST0396,2024-09-03 03:38:19.347226,CANCELLED,WEST
ORD00557,CUST0338,2026-01-31 05:36:10.484776,RETURNED,SOUTH
ORD00558,UNKNOWN,2025-03-06 01:30:30.558587,CANCELLED,NORTH
ORD00559,CUST0272,2026-05-18 21:09:21.892705,PLACED,WEST
ORD00560,CUST0430,2024-09-16 06:20:28.315897,RETURNED,WEST
ORD00561,CUST0474,2025-11-15 12:21:59.405718,RETURNED,SOUTH
ORD00562,CUST0355,2025-05-18 04:55:16.948267,RETURNED,SOUTH
ORD00563,CUST0375,2025-03-24 05:58:37.170463,SHIPPED,NORTH
ORD00564,CUST0199,2025-03-04 02:38:30.683228,RETURNED,EAST
ORD00565,CUST0259,2025-09-19 15:10:47.817443,CANCELLED,WEST
ORD00566,CUST0312,2024-07-30 11:59:36.108574,SHIPPED,EAST
ORD00567,CUST0204,2025-02-20 11:32:54.799691,DELIVERED,EAST
ORD00568,CUST0232,2026-07-04 06:39:00.607037,SHIPPED,SOUTH
ORD00569,CUST0212,2025-10-05 22:54:05.479316,RETURNED,EAST
ORD00570,CUST0432,2026-07-06 02:36:22.825824,RETURNED,EAST
ORD00571,CUST0365,2025-05-31 20:13:34.094819,RETURNED,SOUTH
ORD00572,CUST0103,2024-10-27 08:01:49.251004,SHIPPED,EAST
ORD00573,CUST0352,2024-08-14 14:22:57.054136,DELIVERED,SOUTH
ORD00574,CUST0364,2026-03-02 11:24:29.572426,SHIPPED,EAST
ORD00575,CUST0364,2024-12-05 16:23:46.137721,PLACED,EAST
ORD00576,CUST0288,2025-04-11 21:15:26.982915,CANCELLED,WEST
ORD00577,CUST0346,2026-01-17 07:50:08.871141,RETURNED,EAST
ORD00578,CUST0450,2026-03-27 17:51:44.999371,CANCELLED,NORTH
ORD00579,CUST0268,2024-10-02 21:39:29.715632,PLACED,NORTH
ORD00580,CUST0196,2024-08-21 15:44:42.379243,SHIPPED,NORTH
ORD00581,CUST0344,2026-06-05 23:59:14.870135,PLACED,SOUTH
ORD00582,CUST0137,2026-05-20 18:35:27.663837,SHIPPED,EAST
ORD00583,CUST0350,2026-04-08 10:09:36.220479,DELIVERED,SOUTH
ORD00584,UNKNOWN,2026-03-03 21:48:20.495394,PLACED,EAST
ORD00585,CUST0105,2024-07-22 20:22:34.783875,RETURNED,NORTH
ORD00586,CUST0184,2025-12-01 14:53:44.510313,CANCELLED,NORTH
ORD00587,CUST0316,2024-10-02 02:28:59.452282,RETURNED,SOUTH
ORD00588,CUST0381,2025-06-06 13:52:27.336759,RETURNED,WEST
ORD00589,CUST0122,2024-07-29 10:25:11.528648,RETURNED,EAST
ORD00590,CUST0355,2024-12-12 11:51:56.821475,PLACED,WEST
ORD00591,CUST0199,2025-08-09 19:39:51.403460,CANCELLED,EAST
ORD00592,CUST0495,2024-12-08 16:33:29.978340,RETURNED,NORTH
ORD00593,UNKNOWN,2025-07-30 01:15:25.558493,DELIVERED,SOUTH
ORD00594,CUST0318,2025-01-17 18:16:43.656777,CANCELLED,SOUTH
ORD00595,CUST0467,2025-06-30 15:47:47.775472,DELIVERED,SOUTH
ORD00596,CUST0398,2025-12-28 00:16:50.649985,SHIPPED,EAST
ORD00597,CUST0230,2024-10-24 01:38:45.492755,SHIPPED,NORTH
ORD00598,CUST0096,2025-12-05 05:51:07.770206,SHIPPED,NORTH
ORD00599,CUST0194,2024-07-26 05:59:21.872344,PLACED,WEST
ORD00600,CUST0143,2025-09-11 16:34:25.166493,RETURNED,EAST
ORD00601,CUST0067,2025-11-09 12:16:16.434001,SHIPPED,EAST
ORD00602,UNKNOWN,2024-08-13 13:54:59.462821,DELIVERED,WEST
ORD00603,CUST0364,2024-11-14 05:34:23.274810,SHIPPED,NORTH
ORD00604,CUST0079,2025-02-05 06:47:59.670553,DELIVERED,NORTH
ORD00605,CUST0397,2026-02-09 07:17:04.950816,RETURNED,EAST
ORD00606,CUST0252,2025-10-07 05:28:21.611765,RETURNED,EAST
ORD00607,CUST0038,2024-08-20 14:16:33.354681,DELIVERED,SOUTH
ORD00608,CUST0490,2025-11-03 02:30:41.609600,SHIPPED,NORTH
ORD00609,CUST0403,2024-07-18 21:43:17.736185,RETURNED,SOUTH
ORD00610,CUST0213,2025-04-22 17:09:03.618077,RETURNED,WEST
ORD00611,CUST0048,2025-01-27 00:05:39.013396,DELIVERED,SOUTH
ORD00612,CUST0453,2026-03-27 05:55:12.075615,SHIPPED,EAST
ORD00613,CUST0170,2025-11-07 00:10:25.429312,DELIVERED,EAST
ORD00614,CUST0112,2026-04-05 03:47:34.072423,RETURNED,WEST
ORD00615,CUST0288,2024-07-26 18:04:58.263428,PLACED,NORTH
ORD00616,CUST0343,2026-04-07 10:38:03.697604,DELIVERED,WEST
ORD00617,CUST0124,2025-10-30 00:00:00.000000,RETURNED,SOUTH
ORD00618,CUST0491,2024-12-28 16:20:53.234347,PLACED,EAST
ORD00619,UNKNOWN,2025-04-16 21:52:53.713562,PLACED,WEST
ORD00620,CUST0132,2026-06-26 05:06:09.323104,RETURNED,EAST
ORD00621,CUST0013,2024-09-23 13:48:55.078470,RETURNED,EAST
ORD00622,CUST0264,2025-02-28 06:02:00.486202,RETURNED,WEST
ORD00623,CUST0250,2026-04-06 23:27:16.405252,PLACED,EAST
ORD00624,CUST0460,2025-08-05 02:40:36.894810,SHIPPED,EAST
ORD00625,CUST0264,2024-11-25 23:47:27.561089,PLACED,NORTH
ORD00626,CUST0086,2025-07-13 12:46:50.690912,RETURNED,NORTH
ORD00627,CUST0321,2025-06-12 08:48:22.132449,PLACED,SOUTH
ORD00628,CUST0344,2026-05-20 11:56:02.084805,SHIPPED,WEST
ORD00629,CUST0428,2024-07-28 12:20:10.205834,PLACED,SOUTH
ORD00630,CUST0276,2025-01-09 12:46:15.885116,CANCELLED,NORTH
ORD00631,CUST0383,2025-08-03 13:04:00.743040,SHIPPED,NORTH
ORD00632,CUST0236,2025-03-13 11:35:36.795320,DELIVERED,NORTH
ORD00633,CUST0045,2025-04-26 04:30:27.387247,PLACED,NORTH
ORD00634,CUST0092,2024-11-04 12:09:05.487017,DELIVERED,NORTH
ORD00635,CUST0295,2025-03-23 03:11:22.692318,SHIPPED,EAST
ORD00636,CUST0209,2025-03-26 21:10:55.464103,CANCELLED,WEST
ORD00637,CUST0323,2025-10-12 12:51:36.334470,CANCELLED,WEST
ORD00638,CUST0162,2025-01-01 08:38:21.866729,PLACED,WEST
ORD00639,CUST0345,2026-06-27 09:43:11.169899,PLACED,NORTH
ORD00640,CUST0329,2025-07-13 23:18:39.059964,RETURNED,NORTH
ORD00641,CUST0388,2026-02-25 21:19:36.292905,RETURNED,NORTH
ORD00642,CUST0359,2025-10-12 22:42:07.825189,PLACED,EAST
ORD00643,CUST0476,2026-04-15 16:09:32.541700,RETURNED,NORTH
ORD00644,CUST0149,2026-04-24 05:42:46.128474,DELIVERED,NORTH
ORD00645,CUST0145,2026-02-28 01:19:16.813070,CANCELLED,WEST
ORD00646,CUST0203,2024-08-03 08:11:34.157108,PLACED,WEST
ORD00647,CUST0081,2025-08-22 04:32:28.228703,RETURNED,SOUTH
ORD00648,CUST0070,2025-02-02 11:50:05.367515,CANCELLED,EAST
ORD00649,UNKNOWN,2024-10-31 15:17:09.019115,SHIPPED,EAST
ORD00650,CUST0347,2026-04-29 04:27:28.120398,DELIVERED,NORTH
ORD00651,CUST0284,2025-11-04 16:37:23.174377,RETURNED,SOUTH
ORD00652,CUST0064,2024-09-14 22:47:27.355834,PLACED,NORTH
ORD00653,CUST0294,2025-04-18 00:16:57.483359,RETURNED,WEST
ORD00654,CUST0276,2026-06-14 12:29:19.536255,RETURNED,NORTH
ORD00655,CUST0157,2025-10-03 04:45:43.525147,SHIPPED,EAST
ORD00656,CUST0109,2025-10-12 18:00:28.358641,CANCELLED,SOUTH
ORD00657,CUST0083,2024-12-25 22:46:08.286976,SHIPPED,SOUTH
ORD00658,CUST0316,2025-01-04 09:30:04.136371,DELIVERED,SOUTH
ORD00659,CUST0059,2024-01-11 00:00:00.000000,SHIPPED,NORTH
ORD00660,CUST0436,2026-06-21 18:36:09.699104,RETURNED,WEST
ORD00661,CUST0331,2026-05-08 08:39:18.289121,RETURNED,NORTH
ORD00662,CUST0149,2025-03-10 08:28:22.115177,PLACED,EAST
ORD00663,CUST0051,2025-08-12 21:47:33.674188,SHIPPED,WEST
ORD00664,CUST0488,2024-12-10 20:22:48.465114,DELIVERED,EAST
ORD00665,UNKNOWN,2024-10-22 01:04:04.743957,SHIPPED,NORTH
ORD00666,CUST0146,2025-08-12 06:21:58.593054,RETURNED,NORTH
ORD00667,CUST0461,2026-02-17 06:40:07.248611,SHIPPED,EAST
ORD00668,CUST0249,2026-04-03 22:05:01.226679,CANCELLED,EAST
ORD00669,CUST0316,2025-02-23 12:49:20.624227,DELIVERED,SOUTH
ORD00670,UNKNOWN,2025-12-09 21:43:24.666656,RETURNED,EAST
ORD00671,CUST0414,2025-07-30 10:43:01.716442,DELIVERED,WEST
ORD00672,CUST0087,2024-10-19 14:47:33.483148,PLACED,EAST
ORD00673,CUST0127,2026-07-10 03:29:46.873740,SHIPPED,WEST
ORD00674,CUST0142,2026-06-25 14:27:47.628747,DELIVERED,SOUTH
ORD00675,CUST0348,2024-10-26 20:21:10.610781,DELIVERED,WEST
ORD00676,CUST0237,2026-05-25 09:02:38.398724,CANCELLED,EAST
ORD00677,CUST0397,2026-05-13 00:00:00.000000,DELIVERED,WEST
ORD00678,CUST0283,2025-03-01 17:48:07.213079,PLACED,SOUTH
ORD00679,CUST0331,2025-08-23 22:38:00.298200,RETURNED,NORTH
ORD00680,CUST0431,2026-06-05 18:02:17.259069,DELIVERED,SOUTH
ORD00681,CUST0457,2024-10-07 07:07:11.957834,RETURNED,SOUTH
ORD00682,CUST0135,2025-03-01 19:34:45.552687,PLACED,NORTH
ORD00683,CUST0457,2026-04-16 09:00:14.958761,PLACED,NORTH
ORD00684,CUST0417,2025-12-25 22:25:12.764190,RETURNED,WEST
ORD00685,CUST0394,2026-01-22 22:51:00.233605,RETURNED,SOUTH
ORD00686,CUST0465,2026-04-16 17:39:39.033809,PLACED,EAST
ORD00687,CUST0279,2025-05-11 06:21:50.755955,RETURNED,WEST
ORD00688,CUST0335,2025-05-09 05:28:45.646682,SHIPPED,EAST
ORD00689,CUST0201,2025-06-01 10:09:10.289283,SHIPPED,EAST
ORD00690,CUST0069,2026-05-25 21:59:32.618645,CANCELLED,NORTH
ORD00691,CUST0204,2026-04-26 23:04:13.597358,DELIVERED,NORTH
ORD00692,CUST0340,2026-05-25 00:00:00.000000,SHIPPED,SOUTH
ORD00693,CUST0388,2025-01-28 19:40:25.570179,RETURNED,SOUTH
ORD00694,CUST0229,2026-02-01 22:33:22.683210,SHIPPED,SOUTH
ORD00695,CUST0290,2024-09-28 19:28:34.837162,RETURNED,SOUTH
ORD00696,CUST0377,2024-11-24 18:29:51.838657,CANCELLED,EAST
ORD00697,CUST0021,2026-01-20 18:28:26.916051,SHIPPED,WEST
ORD00698,CUST0119,2025-10-02 20:34:42.428999,PLACED,EAST
ORD00699,CUST0190,2025-01-23 18:07:05.053705,SHIPPED,NORTH
ORD00700,CUST0343,2025-08-31 00:44:17.368997,SHIPPED,EAST
